CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"7407","CHEM 121","2M","General Chemistry I","3","  AINW","Lec","TR","0930-1045","MCM 101","Cole, Kathryn","0","Closed",
"7408","CHEM 121","3M","General Chemistry I","3","  AINW","Lec","MWF","1100-1150","FORBES 1022","Klein, Geoffrey","1","Open",
"7409","CHEM 121","4M","General Chemistry I","3","  AINW","Lec","MWF","1200-1250","FORBES 1022","Gruber, Todd","0","Closed",
"7410","CHEM 121","5M","General Chemistry I","3","  AINW","Lec","MWF","1400-1450","FORBES 1022","Gruber, Todd","0","Closed",
"7411","CHEM 121","6M","General Chemistry I","3","  AINW","Lec","TR","0800-0915","FORBES 1022","Shima, Sumie","0","Closed",
"8024","CHEM 121","VTC","General Chemistry I","3","  AINW","Lec","",""," ","","0","Closed",
"7421","CHEM 121L","10M","General Chemistry Lab I","1","  AINW","Lab","W","1300-1650","FORBES 3002","Abdel-Fattah, Tarek","0","Closed",
"7422","CHEM 121L","11M","General Chemistry Lab I","1","  AINW","Lab","W","1800-2150","FORBES 3009","Jusino, Angelica","0","Closed",
"7423","CHEM 121L","12M","General Chemistry Lab I","1","  AINW","Lab","W","1800-2150","FORBES 3002","Thorsen, Amanda","0","Closed",
"7424","CHEM 121L","13M","General Chemistry Lab I","1","  AINW","Lab","R","0800-1150","FORBES 3009","Thorsen, Amanda","5","Open",
"7425","CHEM 121L","14M","General Chemistry Lab I","1","  AINW","Lab","R","1330-1720","FORBES 3009","Das, Sankar","4","Open",
"7426","CHEM 121L","15M","General Chemistry Lab I","1","  AINW","Lab","R","1800-2150","FORBES 3009","Wanigatunga, Sirisoma","1","Open",
"7427","CHEM 121L","16M","General Chemistry Lab I","1","  AINW","Lab","R","1800-2150","FORBES 3002","Ciancio, Elizabeth","1","Open",
"7412","CHEM 121L","1M","General Chemistry Lab I","1","  AINW","Lab","M","1300-1650","FORBES 3009","Lasseter, Benjamin","0","Closed",
"7413","CHEM 121L","2M","General Chemistry Lab I","1","  AINW","Lab","M","1800-2150","FORBES 3009","Jusino, Angelica","0","Closed",
"7414","CHEM 121L","3M","General Chemistry Lab I","1","  AINW","Lab","M","1800-2150","FORBES 3002","Jusino, Angelica; Huff, Clay","0","Closed",
"7415","CHEM 121L","4M","General Chemistry Lab I","1","  AINW","Lab","T","0800-1150","FORBES 3009","Das, Sankar","0","Closed",
"7416","CHEM 121L","5M","General Chemistry Lab I","1","  AINW","Lab","T","1330-1720","FORBES 3009","Patterson, Joshua","0","Closed",
"7417","CHEM 121L","6M","General Chemistry Lab I","1","  AINW","Lab","T","1330-1720","FORBES 3002","Shima, Sumie","1","Open",
"7418","CHEM 121L","7M","General Chemistry Lab I","1","  AINW","Lab","T","1800-2150","FORBES 3009","Ciancio, Elizabeth","1","Open",
"7419","CHEM 121L","8M","General Chemistry Lab I","1","  AINW","Lab","T","1800-2150","FORBES 3002","Wanigatunga, Sirisoma","2","Open",
"7420","CHEM 121L","9M","General Chemistry Lab I","1","  AINW","Lab","W","1300-1650","FORBES 3009","Wanigatunga, Sirisoma","2","Open",
"8025","CHEM 121L","VTC","General Chemistry Lab I","1","  AINW","Lab","",""," ","","0","Closed",
"7428","CHEM 122","1","General Chemistry II","3","  AINW","Lec","TR","1100-1215","FORBES 1022","Harris, Steven","30","Open",
"7429","CHEM 122L","1","General Chemistry Lab II","1","  AINW","Lab","W","0800-1150","FORBES 3002","Thorsen, Amanda","5","Open",
"7430","CHEM 122L","2","General Chemistry Lab II","1","  AINW","Lab","R","1330-1720","FORBES 3002","Shima, Sumie","1","Open",
"7431","CHEM 321","1","Organic Chemistry I","3","","Lec","MWF","0800-0850","FORBES 1022","Carney, Jeffrey","0","Closed",
"7432","CHEM 321","2","Organic Chemistry I","3","","Lec","MWF","1200-1250","LUTR 121","Brunke, Kathleen","6","Open",
"7433","CHEM 321","3","Organic Chemistry I","3","","Lec","MWF","1200-1250","MCM 101","Liskin, Dmitry","3","Open",
"7434","CHEM 321L","1","Organic Chemistry Lab I","1","","Lab","M","1300-1650","FORBES 3052","Liskin, Dmitry","0","Closed",
"7443","CHEM 321L","10","Organic Chemistry Lab I","1","","Lab","R","1330-1720","FORBES 3052","Brunke, Kathleen","0","Closed",
"7444","CHEM 321L","11","Organic Chemistry Lab I","1","","Lab","R","1800-2150","FORBES 3052","Carney, Tiffany","0","Closed",
"7435","CHEM 321L","2","Organic Chemistry Lab I","1","","Lab","M","1800-2150","FORBES 3052","Liskin, Dmitry","0","Closed",
"7436","CHEM 321L","3","Organic Chemistry Lab I","1","","Lab","T","0800-1150","FORBES 3052","Quinlan, Ronald","0","Closed",
"7437","CHEM 321L","4","Organic Chemistry Lab I","1","","Lab","T","1330-1720","FORBES 3052","Brunke, Kathleen","0","Closed",
"7438","CHEM 321L","5","Organic Chemistry Lab I","1","","Lab","T","1800-2150","FORBES 3052","Carney, Tiffany","0","Closed",
"7439","CHEM 321L","6","Organic Chemistry Lab I","1","","Lab","W","0800-1150","FORBES 3052","Shima, Sumie","0","Closed",
"7440","CHEM 321L","7","Organic Chemistry Lab I","1","","Lab","W","1300-1650","FORBES 3052","Patterson, Joshua","0","Closed",
"7441","CHEM 321L","8","Organic Chemistry Lab I","1","","Lab","",""," ","","0","Closed",
"7442","CHEM 321L","9","Organic Chemistry Lab I","1","","Lab","R","0800-1150","FORBES 3052","Das, Sankar","2","Open",
"8005","CHEM 321L","VTC","Organic Chemistry Lab I","1","","Lab","",""," ","","0","Closed",
"7445","CHEM 322","1","Organic Chemistry II","3","","Lec","MWF","0900-0950","FORBES 2074","Liskin, Dmitry","9","Open",
"7446","CHEM 341","1","Physical Chemistry I","3","","Lec","MWF","1100-1150","FORBES 2074","Patterson, Joshua","0","Closed",
"7447","CHEM 391","W1","WI: Investigating Chemical Lit","3","  WI","Lec","MWF","1000-1050","FORBES 1039","Carney, Jeffrey","0","Closed",
"7448","CHEM 391","W2","WI: Investigating Chemical Lit","3","  WI","Lec","MWF","1200-1250","FORBES 1027","Cole, Kathryn","9","Open",
"7449","CHEM 401","1","Inorganic Chemistry","3","","Lec","TR","1100-1215","FORBES 2070C","Abdel-Fattah, Tarek","11","Open",
"7450","CHEM 401L","1","Inorganic Chemistry Lab","1","","Lab","T","1330-1720","FORBES 3048","Abdel-Fattah, Tarek","0","Closed",
"7452","CHEM 445","1","Instrumental Analysis","3","","Lec","MWF","0900-0950","FORBES 1039","Quinlan, Ronald","2","Open",
"7453","CHEM 445L","1","Instrumental Analysis Lab","1","","Lab","W","1300-1650","FORBES 3040","Quinlan, Ronald","2","Open",
"7451","CHEM 465","1","Environmental Chemistry","3","","Lec","TR","0800-0915","FORBES 3012","Brunke, Kathleen","14","Open",
"7993","CHEM 499","1","Ind St: Asphaltene Inhib Study","1 - 3","","Ind","","","ARR ","Klein, Geoffrey","0","Closed",
"7995","CHEM 499","2","Ind St:Nitrate Ion Partitionin","1 - 3","","Ind","","","ARR ","Patterson, Joshua","0","Closed",
"8004","CHEM 499","3","Ind St: Mouse Lipidomics","1 - 3","","Ind","","","ARR ","Liskin, Dmitry","0","Closed",
"7802","CHEM 545","1","Instrumental Methods-Chemistry","4","","Lec","",""," ","","5","Open",
"7803","CHEM 545L","1","Instrument Methods in Chem Lab","0","","Lab","",""," ","","5","Open",
"7804","CHEM 565","1","Environmental Chemistry","3","","Lec","TR","0800-0915","FORBES 3012","Brunke, Kathleen","2","Open",
"7465","CHIN 101","1M","Beginning Chinese I","3","","Lec","MWF","1200-1250","MCM 114","Smith, Jonathan","7","Open",
"7466","CHIN 101","2M","Beginning Chinese I","3","","Lec","MWF","1300-1350","MCM 114","Smith, Jonathan","8","Open",
"7467","CHIN 201","1","Intermediate Chinese I","3","  LLF","Lec","MWF","1400-1450","MCM 314","Yang, Xuemei","6","Open",
"7468","CHIN 395","1","Special Topics","3","  LLF","Lec","MWF","1100-1150","MCM 300D","Yang, Xuemei","9","Open",
"7470","CLST 201","1M","The Mythic Imagination","3","  AIWT","Lec","TR","1630-1745","MCM 101","Motta, Rosa","7","Open",
"7471","CLST 211","1","Ancient Athens","3","  AIWT","Lec","MWF","1000-1050","FORBES 2070A","Buszard, Bradley","1","Open",
"7472","CLST 301","1","Ancient Greek &amp; Roman Theater","3","  AIWT","Lec","MWF","1200-1250","MCM 310","Padilla, Mark","6","Open",
"7473","CLST 312","1","Ancient Roman Art","3","  AICE","Lec","TR","1100-1215","MCM 257","Motta, Rosa","1","Open",
"7474","CLST 414","1","Demagogues, Dictators and Decl","3","  AIWT","Lec","MWF","1100-1150","MCM 216","Buszard, Bradley","10","Open",
"7774","COLL 150","1","The Intentional Learner","2","","Lec","MW","1200-1250","MCM 262","Moody, Michelle","0","Closed",
"7775","COLL 195","1","Sp Tpc:The Intentional Learner","2","","Lec","MW","1300-1350","FORBES 2070D","Grubb, Brittany","0","Closed",
"7776","COLL 195","2","Sp Tpc:The Intentional Learner","2","","Lec","MW","1100-1150","FORBES 3012","Leger, Jeannine","0","Closed",
"7777","COLL 195","3","Sp Tpc:The Intentional Learner","2","","Lec","TR","1500-1550","LUTR 376","Ritchey, Carolyn","0","Closed",
"7817","COMM 201","10","Public Speaking","3","","Lec","MWF","1400-1450","FORBES 2070C","Connable, Sean","1","Open",
"7698","COMM 201","2","Public Speaking","3","","Lec","MWF","0900-0950","LUTR 139","Manning, Linda","0","Closed",
"7699","COMM 201","3","Public Speaking","3","","Lec","MW","1800-1915","MCM 162","Wroten, Amanda","0","Closed",
"7700","COMM 201","4","Public Speaking","3","","Lec","MW","1930-2045","MCM 162","Wroten, Amanda","7","Open",
"7701","COMM 201","5","Public Speaking","3","","Lec","TR","1630-1745","FORBES 2074","Middleton, Robyn","2","Open",
"7770","COMM 201","8","Public Speaking","3","","Lec","TR","1500-1615","FORBES 2088","Hubbard, Jeanne","0","Closed",
"7773","COMM 201","9","Public Speaking","3","","Lec","TR","1500-1615","FORBES 2090","Middleton, Robyn","1","Open",
"7705","COMM 211","1","Interpersonal Communication","3","  AIII","Lec","TR","0800-0915","MCM 101","Goen, Todd","0","Closed",
"7880","COMM 211","2","Interpersonal Communication","3","  AIII","Lec","TR","0800-0915","LUTR 376","Lane, Brianna","0","Closed",
"7706","COMM 222","1","Media, Culture, and Technology","3","","Lec","MWF","1100-1150","MCM 101","Billinson, Jennifer","1","Open",
"7707","COMM 232","1","Comm through Digital Techn","3","  AICE","Lec","MWF","1400-1450","LUTR 109","Billinson, Jennifer","0","Closed",
"7708","COMM 239","1","Argumentation","3","  AIIF","Lec","MWF","1200-1250","FORBES 2074","Best, Mary","0","Closed",
"7709","COMM 239","2","Argumentation","3","  AIIF","Lec","MWF","1300-1350","FORBES 2074","Best, Mary","1","Open",
"7710","COMM 239","3","Argumentation","3","  AIIF","Lec","TR","1800-1915","FORBES 2070C","Rich, Marc","7","Open",
"7711","COMM 239","4","Argumentation","3","  AIIF","Lec","TR","1930-2045","FORBES 2070C","Rich, Marc","7","Open",
"7712","COMM 239","5","Argumentation","3","  AIIF","Lec","MW","1600-1715","FORBES 3012","Hubbard, Jeanne","0","Closed",
"7713","COMM 239","6","Argumentation","3","  AIIF","Lec","MW","1800-1915","FORBES 3012","Hubbard, Jeanne","0","Closed",
"7714","COMM 249","1M","Introduction to Rhetoric","3","  AIWT","Lec","MWF","0900-0950","FERG 201","Steiner, Mark","1","Open",
"7715","COMM 249","2M","Introduction to Rhetoric","3","  AIWT","Lec","MWF","1000-1050","FERG 201","Steiner, Mark","3","Open",
"7716","COMM 249","3M","Introduction to Rhetoric","3","  AIWT","Lec","TR","1100-1215","MCM 164","Smith, James","0","Closed",
"7717","COMM 311","1","Family Communication","3","  AIII","Lec","TR","0930-1045","FORBES 2070C","Goen, Todd","0","Closed",
"7718","COMM 311","2","Family Communication","3","  AIII","Lec","TR","1330-1445","FORBES 2070D","Goen, Todd","0","Closed",
"7818","COMM 311","3","Family Communication","3","  AIII","Lec","TR","1500-1615","FORBES 2015","Goen, Todd","1","Open",
"7719","COMM 312","1","Media Aesthetics","3","","Lec","MWF","1000-1050","FORBES 2070C","Center, Evan","0","Closed",
"7720","COMM 312","2","Media Aesthetics","3","","Lec","MWF","1200-1250","LUTR 139","Center, Evan","0","Closed",
"7754","COMM 316","1","Principles of Interviewing","3","","Lec","MWF","0900-0950","LUTR 137","Meyer, Michaela","0","Closed",
"7766","COMM 316","2","Principles of Interviewing","3","","Lec","MWF","0800-0850","LUTR 131","Meyer, Michaela","0","Closed",
"7810","COMM 321","W1","WI: Communication and Film","3","  WI","Lec","MWF","1300-1350","MCM 207","Steiner, Mark","2","Open",
"8019","COMM 322","VTC","Communication &amp; Social Media","3","","Lec","",""," ","","0","Closed",
"7722","COMM 326","1","Media Audiences","3","","Lec","MWF","1400-1450","MCM 312","Center, Evan","2","Open",
"7723","COMM 326","2","Media Audiences","3","","Lec","MWF","1500-1550","MCM 312","Center, Evan","2","Open",
"7772","COMM 330","1","Gender Communication","3","  AIII","Lec","TR","1630-1745","FORBES 2070A","Best, Mary","0","Closed",
"7724","COMM 333","W1","WI: Rhetorical Criticism","3","  WI","Lec","TR","1330-1445","FORBES 2014","Smith, James","1","Open",
"7725","COMM 335","1","Rhetoric and Politics","3","","Lec","TR","1630-1745","TRIB 208","Smith, James","1","Open",
"7726","COMM 350","W1","WI: Media Criticism","3","  WI","Lec","MWF","1100-1150","FERG 207","Stern, Danielle","0","Closed",
"7727","COMM 350","W2","WI: Media Criticism","3","  WI","Lec","MWF","1200-1250","FERG 207","Stern, Danielle","0","Closed",
"7728","COMM 352","1","Philosophy and Communication","3","","Lec","MWF","1000-1050","FERG 208","Connable, Sean","0","Closed",
"7729","COMM 352","2","Philosophy and Communication","3","","Lec","MWF","1100-1150","FERG 208","Connable, Sean","4","Open",
"7730","COMM 352","3","Philosophy and Communication","3","","Lec","TR","0930-1045","FERG 210","Sery, Joseph","4","Open",
"7731","COMM 395","1","SP TPC:Listening,Contemplation","3","","Lec","MWF","1300-1350","FORBES 2070C","Connable, Sean","1","Open",
"7733","COMM 411","1","Interpersonal Theory","3","","Lec","TR","0930-1045","FORBES 2014","Veksler, Alice","0","Closed",
"7734","COMM 411","2","Interpersonal Theory","3","","Lec","TR","1100-1215","FORBES 2014","Veksler, Alice","1","Open",
"7735","COMM 414","1","Adv Relational Communication","3","","Lec","TR","1330-1445","FORBES 3014","Lane, Brianna","0","Closed",
"7737","COMM 430","W1","WI:Sexuality &amp; Communication","3","  AIII  WI","Lec","W","1800-2115","TRIB 208","Baughman, Linda","2","Open",
"7738","COMM 433","1","Rhetorical Theory","3","","Lec","TR","1500-1615","FORBES 2070A","Sery, Joseph","1","Open",
"7739","COMM 433","2","Rhetorical Theory","3","","Lec","TR","1100-1215","FERG 222","Sery, Joseph","0","Closed",
"7771","COMM 452","W1","WI: Sr Research in Comm","3","  WI","Lec","MWF","0800-0850","LUTR 139","Manning, Linda","0","Closed",
"7741","COMM 455","1","Critical Cultural Theory","3","","Lec","TR","1100-1215","FORBES 2012","Baughman, Linda","1","Open",
"7742","COMM 455","2","Critical Cultural Theory","3","","Lec","TR","1330-1445","FORBES 2070E","Baughman, Linda","0","Closed",
"7743","COMM 491","1","Practicum in Communication","1 - 3","","Pra","","","ARR ","Best, Mary","0","Closed",
"7886","COMM 499","1","IND ST: Grand Narrative-BSBall","1 - 3","","Ind","","","ARR ","Manning, Linda","0","Closed",
"7924","COMM 499","2","Ind St: Comm and Entertainment","1 - 3","","Ind","","","ARR ","Manning, Linda","0","Closed",
"6898","CPEN 214","1","Digital Logic Design","3","","Lec","TR","0930-1045","LUTR 347","Gerousis, Costa","0","Closed",
"6899","CPEN 214","2","Digital Logic Design","3","","Lec","TR","1630-1745","LUTR 142","Cheney, Lonnie","0","Closed",
"6900","CPEN 371","W1","WI: Computer Ethics","2","  WI","Lec","MW","1400-1450","LUTR 322","Casey-Rutland, Ransom; Casey-Rutland, Helen","1","Open",
"6901","CPEN 371","W2","WI: Computer Ethics","2","  WI","Lec","MW","1500-1550","LUTR 322","Casey-Rutland, Ransom; Casey-Rutland, Helen","1","Open",
"6902","CPEN 371","W3","WI: Computer Ethics","2","  WI","Lec","MW","1600-1650","LUTR 322","Casey-Rutland, Ransom; Casey-Rutland, Helen","0","Closed",
"6903","CPEN 431","1","Computer Engineering Design","4","","Lec","MW","1100-1215","LUTR 204","Wang, Dali","11","Open",
"6904","CPEN 498","W1","WI:Comput Engnrng Capstone","1 - 3","  WI","Ind","MWF","1300-1350","LUTR 322","Riedl, Anton","19","Open",
"6905","CPSC 110","1M","Introduction to Computing","3","  AIIF","Lec","MWF","1300-1350","LUTR 258","Davis, Kimberly","0","Closed",
"6906","CPSC 110","2M","Introduction to Computing","3","  AIIF","Lec","MWF","1400-1450","LUTR 258","Davis, Kimberly","1","Open",
"6907","CPSC 110","3M","Introduction to Computing","3","  AIIF","Lec","MWF","1500-1550","LUTR 258","Hughes, Linda","0","Closed",
"6908","CPSC 110","4M","Introduction to Computing","3","  AIIF","Lec","MW","1600-1715","LUTR 258","Hawkins, Kenneth","0","Closed",
"6909","CPSC 110","5M","Introduction to Computing","3","  AIIF","Lec","MW","1930-2045","LUTR 258","Hawkins, Kenneth","1","Open",
"6910","CPSC 110","6M","Introduction to Computing","3","  AIIF","Lec","MW","2100-2215","LUTR 258","Hawkins, Kenneth","8","Open",
"7972","CPSC 110","VTC","Introduction to Computing","3","  AIIF","Lec","",""," ","","0","Closed",
"6911","CPSC 125","1M","Foundations of Computer Scienc","3","  AIIF","Lec","MWF","1400-1450","LUTR 236","Collins, Michael","0","Closed",
"6912","CPSC 125","2R","Foundations of Computer Scienc","3","  AIIF","Lec","MWF","1500-1550","LUTR 236","Collins, Michael","1","Open",
"6913","CPSC 125","3R","Foundations of Computer Scienc","3","  AIIF","Lec","MW","1600-1715","LUTR 236","Collins, Michael","0","Closed",
"6914","CPSC 125","4M","Foundations of Computer Scienc","3","  AIIF","Lec","MW","1800-1915","LUTR 236","Connolly, Paul","0","Closed",
"6915","CPSC 125","5R","Foundations of Computer Scienc","3","  AIIF","Lec","TR","0930-1045","LUTR 236","Perkins, Keith","0","Closed",
"6916","CPSC 140","1","Intro-Comp Prog w/ Multimedia","3","","Lec","TR","0930-1045","LUTR 323","Siochi, Antonio","2","Open",
"6917","CPSC 150","1M","Computers and Programming I","3","  AIIF","Lec","MWF","0900-0950","LUTR 236","Lambert, Lynn","6","Open",
"6918","CPSC 150","2M","Computers and Programming I","3","  AIIF","Lec","MWF","1000-1050","LUTR 236","Conner, David","0","Closed",
"6919","CPSC 150","3R","Computers and Programming I","3","  AIIF","Lec","MWF","1100-1150","LUTR 236","Lambert, Lynn","3","Open",
"6920","CPSC 150","4R","Computers and Programming I","3","  AIIF","Lec","TR","1800-1915","LUTR 258","Cheney, Lonnie","0","Closed",
"6921","CPSC 150L","1R","Computers/Programming I Lab","1","  AIIF","Lab","M","1930-2115","LUTR 236","Flores, Roberto; Hayhurst, John Wesley","0","Closed",
"6922","CPSC 150L","2R","Computers/Programming I Lab","1","  AIIF","Lab","T","1600-1745","LUTR 236","Jones, Malcom","3","Open",
"6923","CPSC 150L","3R","Computers/Programming I Lab","1","  AIIF","Lab","W","1930-2115","LUTR 236","Hayhurst, John Wesley; Flores, Roberto","3","Open",
"6924","CPSC 150L","4R","Computers/Programming I Lab","1","  AIIF","Lab","R","1600-1745","LUTR 236","Jones, Malcom","5","Open",
"6925","CPSC 150L","5R","Computers/Programming I Lab","1","  AIIF","Lab","F","1200-1345","LUTR 236","Flores, Roberto; McCarthy, Matthew","3","Open",
"6926","CPSC 215","1","Software Pkgs-Busn Applcations","3","  AIIF","Lec","MWF","0800-0850","LUTR 323","Baird, Amy","0","Closed",
"6935","CPSC 215","10","Software Pkgs-Busn Applcations","3","  AIIF","Lec","TR","1630-1745","LUTR 323","Hughes, Linda","1","Open",
"6927","CPSC 215","2","Software Pkgs-Busn Applcations","3","  AIIF","Lec","MWF","0900-0950","LUTR 323","Baird, Amy","0","Closed",
"6928","CPSC 215","3","Software Pkgs-Busn Applcations","3","  AIIF","Lec","MWF","1000-1050","LUTR 323","Baird, Amy","0","Closed",
"6929","CPSC 215","4","Software Pkgs-Busn Applcations","3","  AIIF","Lec","MWF","1100-1150","LUTR 323","Baird, Amy","0","Closed",
"6930","CPSC 215","5","Software Pkgs-Busn Applcations","3","  AIIF","Lec","MWF","1300-1350","LUTR 109","Hughes, Linda","0","Closed",
"6931","CPSC 215","6","Software Pkgs-Busn Applcations","3","  AIIF","Lec","MW","1600-1715","LUTR 109","Connolly, Paul","0","Closed",
"6932","CPSC 215","7","Software Pkgs-Busn Applcations","3","  AIIF","Lec","MW","1800-1915","LUTR 109","Leybold, Alan","0","Closed",
"6933","CPSC 215","8","Software Pkgs-Busn Applcations","3","  AIIF","Lec","MW","1930-2045","LUTR 109","Leybold, Alan","0","Closed",
"6936","CPSC 250","1","Computers and Programming II","3","  AIIF","Lec","TR","1100-1215","LUTR 236","Conner, David","0","Closed",
"6937","CPSC 250","2","Computers and Programming II","3","  AIIF","Lec","TR","1630-1745","LUTR 258","Johnson, Michael","2","Open",
"6938","CPSC 250","3","Computers and Programming II","3","  AIIF","Lec","TR","1800-1915","LUTR 236","Johnson, Michael","1","Open",
"6939","CPSC 250L","1","Computers/Programming II Lab","1","  AIIF","Lab","M","1200-1345","LUTR 236","Giles, Timothy; Siochi, Antonio","0","Closed",
"6940","CPSC 250L","2","Computers/Programming II Lab","1","  AIIF","Lab","T","1930-2115","LUTR 236","Giles, Timothy; Siochi, Antonio","0","Closed",
"6941","CPSC 250L","3","Computers/Programming II Lab","1","  AIIF","Lab","W","1200-1345","LUTR 236","Siochi, Antonio; McCarthy, Matthew","0","Closed",
"6942","CPSC 270","1","Data and File Structures","3","","Lec","TR","0800-0915","LUTR 236","Siochi, Antonio","1","Open",
"6943","CPSC 270","2","Data and File Structures","3","","Lec","TR","1330-1445","LUTR 236","Siochi, Antonio","0","Closed",
"6944","CPSC 280","1","Intro to Software Engineering","3","","Lec","MWF","0900-0950","LUTR 258","Flores, Roberto","0","Closed",
"6945","CPSC 330","1","Computer Organization","3","","Lec","MWF","1100-1150","LUTR 170","Gerousis, Costa","0","Closed",
"6946","CPSC 350","1","Information Systems Analysis","3","","Lec","TR","0930-1045","LUTR 258","Koehl, Aaron","0","Closed",
"6947","CPSC 360","1","Programming Language Concepts","3","","Lec","MWF","1000-1050","LUTR 258","Flores, Roberto","1","Open",
"6948","CPSC 410","1","Operating Systems I","3","","Lec","MWF","0900-0950","LUTR 269","Perkins, Keith","9","Open",
"6949","CPSC 410","2","Operating Systems I","3","","Lec","MWF","1500-1550","LUTR 323","Perkins, Keith","0","Closed",
"6950","CPSC 427","1","C++ programming","3","","Lec","TR","1100-1215","LUTR 258","Perkins, Keith","0","Closed",
"6951","CPSC 430","1","Simulation Modeling","4","","Lec","TR","1930-2045","LUTR 258","Cheney, Lonnie","9","Open",
"6952","CPSC 440","1","Database Management Systems","3","","Lec","MW","1800-1915","LUTR 258","Johnson, Michael","0","Closed",
"7798","CPSC 445","W1","WI: Information Systems Lab","3","  WI","Ind","TR","1500-1615","LUTR 322","Koehl, Aaron","8","Open",
"6953","CPSC 471","1","Applied Artificial Intelligenc","3","","Lec","MW","1800-1915","LUTR 323","Conner, David","7","Open",
"6954","CPSC 480","1","Software Design/Development","3","","Lec","TR","1800-1915","LUTR 322","Lambert, Lynn","0","Closed",
"6955","CPSC 498","1","Capstone Project-Comp Science","3","","Lec","TR","1500-1615","LUTR 322","Koehl, Aaron","10","Open",
"7042","CPSC 501","1","Software Sys Dsgn/Implmentatn","3","","Lec","TR","1800-1915","LUTR 322","Lambert, Lynn","3","Open",
"7049","CPSC 510","1","Artificial Intelligence I","3","","Lec","MW","1800-1915","LUTR 323","Conner, David","0","Closed",
"8018","CPSC 599","1","Ind St: Enabling JavaFx Unit T","1 - 4","","Ind","","","ARR ","Flores, Roberto","0","Closed",
"7054","CPSC 611","1","Communications II","3","","Lec","TR","1500-1615","LUTR 323","Riedl, Anton","13","Open",
"7039","DANC 204","1R","Ballet I","3","  AICE","Lec","MW","1300-1415","FERG T177","Lloyd, Laura","0","Closed",
"7040","DANC 204","2R","Ballet I","3","  AICE","Lec","TR","1100-1215","FERG T177","McCall, Christie","0","Closed",
"7041","DANC 205","1R","Classic Jazz Technique","3","  AICE","Lec","TR","1330-1445","FERG T177","Lloyd, Laura","0","Closed",
"7043","DANC 205","2R","Classic Jazz Technique","3","  AICE","Lec","TR","1500-1615","FERG T177","Lloyd, Laura","2","Open",
"7044","DANC 206","1R","Modern Dance I","3","  AICE","Lec","MW","0930-1045","FERG T177","Mazzocca, Ann","0","Closed",
"7045","DANC 240","1","Dance Composition","3","","Lec","MW","1600-1715","FERG T177","Lent, Jennifer","5","Open",
"7046","DANC 260","1","African Dance in the Diaspora","3","  AIGM","Lec","TR","0930-1045","FERG 221","Mazzocca, Ann","13","Open",
"7047","DANC 330","1","Dance Styles","3","","Lec","MW","1430-1545","FERG T177","Lloyd, Laura","0","Closed",
"7048","DANC 360","1","Afro-Caribbean","3","  AIGM","Lec","MW","1100-1215","FERG T177","Mazzocca, Ann","1","Open",
"6868","ECON 200","1R","The Economic Way of Thinking","3","","Lec","MWF","1100-1150","FORBES 3014","Vachris, Michelle","0","Closed",
"6869","ECON 200","2R","The Economic Way of Thinking","3","","Lec","MWF","1200-1250","FORBES 3014","Vachris, Michelle","0","Closed",
"6870","ECON 200","3R","The Economic Way of Thinking","3","","Lec","MWF","1200-1250","FORBES 2088","Taghvatalab, Sara","0","Closed",
"6871","ECON 200","4R","The Economic Way of Thinking","3","","Lec","MWF","1300-1350","FORBES 2088","Taghvatalab, Sara","1","Open",
"6872","ECON 200","5R","The Economic Way of Thinking","3","","Lec","TR","0930-1045","FORBES 2088","Yu, Jia","0","Closed",
"6873","ECON 200","6R","The Economic Way of Thinking","3","","Lec","TR","1100-1215","FORBES 2088","Yu, Jia","1","Open",
"6875","ECON 201","1M","Principles of Macroeconomics","3","  AIII","Lec","MWF","0900-0950","LUTR 121","Kotula, Gemma","1","Open",
"6876","ECON 201","2","Principles of Macroeconomics","3","  AIII","Lec","MWF","1000-1050","LUTR 170","Kotula, Gemma","0","Closed",
"6877","ECON 201","3M","Principles of Macroeconomics","3","  AIII","Lec","MWF","1100-1150","LUTR 121","O&#39;Reilly, Patrick","1","Open",
"6878","ECON 201","4","Principles of Macroeconomics","3","  AIII","Lec","MWF","1500-1550","LUTR 142","He, Zhaochen","0","Closed",
"6879","ECON 201","5M","Principles of Macroeconomics","3","  AIII","Lec","TR","0930-1045","LUTR 121","Taylor, Travis","0","Closed",
"6880","ECON 201","6","Principles of Macroeconomics","3","  AIII","Lec","T","1800-2100","LUTR 137","Mashayekh, Ahmad","0","Closed",
"6881","ECON 201","7","Principles of Macroeconomics","3","  AIII","Lec","R","1800-2100","LUTR 137","O&#39;Reilly, Patrick","1","Open",
"6882","ECON 201","8","Principles of Macroeconomics","3","  AIII","Lec","W","1800-2100","LUTR 269","Winder, Robert","1","Open",
"6883","ECON 202","1M","Principles of Microeconomics","3","  AIII","Lec","MW","1600-1715","LUTR 121","Taghvatalab, Sara","3","Open",
"6884","ECON 202","2R","Principles of Microeconomics","3","  AIII","Lec","M","1800-2100","LUTR 264","Harford, Joshua","1","Open",
"6885","ECON 202","3R","Principles of Microeconomics","3","  AIII","Lec","TR","1500-1615","LUTR 269","Yu, Jia","0","Closed",
"6886","ECON 202","4R","Principles of Microeconomics","3","  AIII","Lec","TR","1630-1745","LUTR 269","Yu, Jia","0","Closed",
